IncomingTrackId,std_accX_end,mean_accX_end,median_accX_end,max_angleX_diff
3190391,0,0.351470947,0.351470947,0
3190985,0,4.333505154,4.333505154,0
3191206,0.553921391,0.37083866,0.658706665,85.05850296
3192027,1.796785536,2.145161707,2.468826294,68.38413838
3192228,0.517503622,-0.492219663,-0.67855072,84.55921652
3192553,3.279792039,-0.219486843,0.463500008,87.36104232
3192594,0,0,0,0
3192674,2.569737029,-2.730093581,-3.262099743,48.66714549
3192749,4.202622056,4.045386112,4.614964724,46.33491597
3193247,0.139719928,-0.02296116,-0.072418213,41.82269026
3193490,0.554027878,-0.473156321,-0.724838257,56.93984194
3193730,0.566465128,-0.256551124,-0.119827271,89.98116517
3194188,1.218043832,0.077662911,0.149000004,75.78061755
3194414,0.353169144,-0.180510481,0.014282227,77.20210738
3194691,0.252120941,-0.227983619,-0.262115479,81.8130636
3195346,2.343497385,1.975789768,2.953338027,49.42227564
3195459,4.18630903,0.112618399,0.086191259,88.59578014
3195604,0.259502618,0.004641109,0.028129578,86.52416718
3195689,0,0,0,0
3195743,4.032601184,2.070775632,0.10055954,59.07122567
3196739,0.437753377,0.205536268,0.223869324,89.89669775
3196760,0,-8.384017944,-8.384017944,0
3198757,0.346083865,-0.078713548,-0.255950928,88.59735711
3198980,0.160511506,-0.009948125,-0.061859131,54.81399154
3199679,0.127656794,-0.222781132,-0.252441406,65.1879491
3200236,0.45440987,-0.400673138,-0.421630859,73.22413825
3200523,0.068710383,-1.75656027,-1.762832642,0
3200560,0.45540359,0.158525966,0.270721436,54.86665478
3200963,0.259169964,-0.023404797,0.004882813,85.30386139
3200974,5.399853166,3.571814809,4.205999851,83.74863769
3201000,2.606878558,-1.042321893,-1.308471203,61.85206802
3201327,0.216813492,-0.082230528,-0.088195801,86.07390049
3201430,0.150244865,-0.031786428,0.020111084,89.8620902
3201510,0.363764581,-0.129251138,-0.003036499,62.07888442
3201652,2.649629954,0.759884033,0.320224464,76.56521456
3201705,0.189554309,-0.032702302,-0.032836914,89.18013264
3202329,0.352309055,-0.226926335,-0.307571411,88.21482718
3202474,0.226756142,-0.020757071,0.003540039,88.55080303
3202698,0,0,0,0
3203240,0.149219599,0.012634831,0.017807007,69.57017731
3203464,0.341572572,0.071253025,0.035812378,86.91734563
3203604,0.466209617,0.719776742,0.859077454,65.89452306
3203684,2.848014253,0.291475906,0.29688102,86.65923858
3203702,0.570959062,0.162086512,0.039749146,77.40151244
3203710,4.372922039,-1.415847312,-2.078000069,87.79159504
3204743,4.462960992,4.845070323,3.027404785,48.40371271
3204756,0.040041531,0.014349629,-0.003967285,5.28012679
3205411,0,-0.067037649,-0.067037649,0
3205509,0,-0.993593693,-0.993593693,0
3205598,1.648294418,2.104934611,1.962048292,75.13662921
3205725,3.787057145,-0.234788574,0.417800948,88.5576131
3205759,0.595321498,0.506666106,0.882171631,85.01212792
3206176,2.350833345,0.464425666,-0.073023155,89.71908526
3207867,0.956539046,2.325035897,2.365471363,16.02208268
3208000,2.509466707,1.059797559,1.270706177,89.45362044
3208109,2.01128436,0.586520783,0.141189575,29.97184212
3208255,4.884041368,5.753799951,4.32249999,26.75325978
3208370,0.16476279,-0.045466171,0.003967285,87.23393078
3208924,4.333846639,0.289882567,2.317587137,34.9952929
3209025,0.467019851,0.047045348,-0.19960022,83.99951114
3209032,1.623211887,0.018621617,-0.125,53.06616584
3209092,0.202708475,-0.038592009,-0.030776978,88.09314288
3209578,7.098911204,7.632789411,8.696000099,84.20168188
3209585,0.284744039,8.877562523,8.829999924,2.153081289
3209754,0.380700239,0.039431635,0.002166748,76.54743945
3209804,0.135469378,0.114265899,0.096755981,72.59525509
3209847,0.580121428,0.236922864,0.322570801,89.32007784
3210015,0.105809203,0.041706412,0.030052185,37.49145085
3210088,0.26090192,0.976000211,0.919509888,9.445533696
3210191,0.355398988,-0.038571135,0.022071838,89.72766036
3210381,0.424079335,-0.07570019,-0.086196899,89.50608766
3210557,6.328614985,-0.324716078,-0.81400001,34.87466922
3211254,0,-0.110778809,-0.110778809,0
3211270,3.862508777,-0.279243882,-0.654999971,38.6705653
3212911,3.216390274,-1.248266059,-1.692752302,56.81403797
3213168,0.787911462,-0.244793757,-0.188446045,30.863981
3213562,0.055243799,0.803357995,0.796554565,6.071317951
