0|iata_code|1|icao_code|2|name_eng|3|city_eng|4|country_eng|5|latitude|6|longitude
SBH|SBH|TFFJ|TFFJ|St Barthelemy|St Barthelemy|St Barthelemy|St Barthelemy|Guadeloupe|Guadeloupe|17.904444|17.904444|-62.843611|-62.843611
SBI|SBI|GUSB|GUSB|Sambailo|Sambailo|Koundara|Koundara|Guinea|Guinea|12.572735|12.572735|-13.358533|-13.358533
SBJ|SBJ|SNMX|SNMX|Sao Mateus|Sao Mateus|Sao Mateus|Sao Mateus|Brazil|Brazil|-18.721342|-18.721342|-39.833747|-39.833747
SBK|SBK|LFRT|LFRT|Saint Brieuc-Armor|Saint Brieuc-Armor|Tremuson|Tremuson|France|France|48.537492|48.537492|-2.856542|-2.856542
SBL|SBL|SLSA|SLSA|Yacuma|Yacuma|Santa Ana|Santa Ana|Bolivia|Bolivia|-13.762208|-13.762208|-65.435158|-65.435158
SBM|SBM|KSBM|KSBM|Memorial|Memorial|Sheboygan|Sheboygan|United States|United States|43.769769|43.769769|-87.851722|-87.851722
SBN|SBN|KSBN|KSBN|South Bend Regional|South Bend Regional|South Bend|South Bend|United States|United States|41.708222|41.708222|-86.317333|-86.317333
SBO|SBO|KSBO|KSBO|Salina|Salina|Salina|Salina|United States|United States|39.029128|39.029128|-111.838258|-111.838258
SBP|SBP|KSBP|KSBP|San Luis County Regional Airport|San Luis County Regional Airport|San Luis Obispo|San Luis Obispo|United States|United States|35.237266|35.237266|-120.642597|-120.642597
SBQ|SBQ|OPSB|OPSB|Sibi|Sibi|Sibi|Sibi|Pakistan|Pakistan|29.567|29.567|67.850|67.850
SBR|SBR|YSII|YSII|Saibai Island|Saibai Island|Saibai Island|Saibai Island|Papua New Guinea|Papua New Guinea|-9.378333|-9.378333|142.625278|142.625278
SBS|SBS|KSBS|KSBS|Steamboat Springs|Steamboat Springs|Steamboat Springs|Steamboat Springs|United States|United States|40.516250|40.516250|-106.866306|-106.866306
SBT|SBT|||Tri-City|Tri-City|San Bernardino|San Bernardino|United States|United States|34.101|34.101|-117.285|-117.285
SBU|SBU|FASB|FASB|Springbok|Springbok|Springbok|Springbok|South Africa|South Africa|-29.689333|-29.689333|17.939611|17.939611
SBV|SBV|||Sabah|Sabah|Sabah|Sabah|Papua New Guinea|Papua New Guinea|-5.567|-5.567|155.033|155.033
SBW|SBW|WBGS|WBGS|Sibu|Sibu|Sibu|Sibu|Malaysia|Malaysia|2.261603|2.261603|111.985322|111.985322
SBX|SBX|KSBX|KSBX|Shelby|Shelby|Shelby|Shelby|United States|United States|48.540672|48.540672|-111.871247|-111.871247
SBY|SBY|KSBY|KSBY|Wicomico Regional|Wicomico Regional|Salisbury-Ocean City|Salisbury-Ocean City|United States|United States|38.340189|38.340189|-75.509480|-75.509480
SBZ|SBZ|LRSB|LRSB|Sibiu|Sibiu|Sibiu|Sibiu|Romania|Romania|45.785799|45.785799|24.085583|24.085583
SCA|SCA|||Santa Catalina|Santa Catalina|Santa Catalina|Santa Catalina|Colombia|Colombia|8.567|8.567|-76.317|-76.317
SCB|SCB|KSCB|KSCB|State|State|Scribner|Scribner|United States|United States|41.610333|41.610333|-96.629861|-96.629861
SCC|SCC|PASC|PASC|Prudhoe Bay/Deadhorse|Prudhoe Bay/Deadhorse|Prudhoe Bay/Deadhorse|Prudhoe Bay/Deadhorse|United States|United States|70.194750|70.194750|-148.465167|-148.465167
SCD|SCD|||Sulaco|Sulaco|Sulaco|Sulaco|Honduras|Honduras|14.917|14.917|-87.267|-87.267
SCE|SCE|KUNV|KUNV|University Park|University Park|State College|State College|United States|United States|40.849278|40.849278|-77.848694|-77.848694
SCF|SCF|KSDL|KSDL|Scottsdale Municipal|Scottsdale Municipal|Phoenix|Phoenix|United States|United States|33.622889|33.622889|-111.910528|-111.910528
SCG|SCG|YSPK|YSPK|Spring Creek|Spring Creek|Spring Creek|Spring Creek|Australia|Australia|-18.621667|-18.621667|144.568333|144.568333
SCH|SCH|KSCH|KSCH|Schenectady County|Schenectady County|Schenectady, NY|Schenectady, NY|United States|United States|42.852456|42.852456|-73.928868|-73.928868
SCI|SCI|SVPM|SVPM|San Cristobal|San Cristobal|San Cristobal|San Cristobal|Venezuela|Venezuela|7.801317|7.801317|-72.202847|-72.202847
SCJ|SCJ|KNTU|KNTU|Smith Cove|Smith Cove|Smith Cove|Smith Cove|United States|United States|55.4375|55.4375|-132.34166666667|-132.34166666667
SCK|SCK|KSCK|KSCK|Stockton Metropolitan Airport|Stockton Metropolitan Airport|Stockton|Stockton|United States|United States|37.894167|37.894167|-121.238306|-121.238306
SCL|SCL|SCEL|SCEL|Arturo Merino Benitez|Arturo Merino Benitez|Santiago|Santiago|Chile|Chile|-33.392975|-33.392975|-70.785803|-70.785803
SCM|SCM|PACM|PACM|SPB|SPB|Scammon Bay|Scammon Bay|United States|United States|61.844541|61.844541|-165.573749|-165.573749
SCN|SCN|EDDR|EDDR|Ensheim|Ensheim|Saarbruecken|Saarbruecken|Germany|Germany|49.214553|49.214553|7.109508|7.109508
SCO|SCO|UATE|UATE|Aktau|Aktau|Aktau|Aktau|Kazakhstan|Kazakhstan|43.860050|43.860050|51.091978|51.091978
SCP|SCP|LFNC|LFNC|St Crepin|St Crepin|St Crepin|St Crepin|France|France|44.701667|44.701667|6.600278|6.600278
SCQ|SCQ|LEST|LEST|Santiago De Compostela|Santiago De Compostela|Santiago De Compostela|Santiago De Compostela|Spain|Spain|42.896333|42.896333|-8.415144|-8.415144
SCR|SCR|||Municipal|Municipal|Scranton|Scranton|United States|United States|0|0|0|0
SCS|SCS|EGPM|EGPM|Scatsta|Scatsta|Shetland Islands|Shetland Islands|United Kingdom|United Kingdom|60.432778|60.432778|-1.296111|-1.296111
SCT|SCT|OYSQ|OYSQ|Socotra|Socotra|Socotra|Socotra|Yemen|Yemen|12.630672|12.630672|53.905778|53.905778
SCU|SCU|MUCU|MUCU|Antonio Maceo|Antonio Maceo|Santiago|Santiago|Cuba|Cuba|19.969769|19.969769|-75.835414|-75.835414
SCV|SCV|LRSV|LRSV|Salcea|Salcea|Suceava|Suceava|Romania|Romania|47.687500|47.687500|26.354056|26.354056
SCW|SCW|UUYY|UUYY|Syktyvkar|Syktyvkar|Syktyvkar|Syktyvkar|Russian Federation|Russian Federation|61.647050|61.647050|50.845050|50.845050
SCX|SCX|MMSZ|MMSZ|Salina Cruz|Salina Cruz|Salina Cruz|Salina Cruz|Mexico|Mexico|16.212633|16.212633|-95.201583|-95.201583
SCY|SCY|SEST|SEST|San Cristobal|San Cristobal|Puerto Baquerizo Moreno, San Cristóbal Island, Galápagos Islands|Puerto Baquerizo Moreno, San Cristóbal Island, Galápagos Islands|Ecuador|Ecuador|-0.910206|-0.910206|-89.617450|-89.617450
SCZ|SCZ|AGGL|AGGL|Santa Cruz Is|Santa Cruz Is|Santa Cruz Is|Santa Cruz Is|Solomon Islands|Solomon Islands|-10.720278|-10.720278|165.795000|165.795000
SDA|SDA|ORBI|ORBI|Baghdad International|Baghdad International|Baghdad|Baghdad|Iraq|Iraq|33.262538|33.262538|44.234577|44.234577
SDB|SDB|FALW|FALW|Langebaanweg|Langebaanweg|Saldanha Bay|Saldanha Bay|South Africa|South Africa|-32.968888|-32.968888|18.160278|18.160278
SDC|SDC|||Sandcreek|Sandcreek|Sandcreek|Sandcreek|Guyana|Guyana|3.000|3.000|-59.517|-59.517
SDD|SDD|FNUB|FNUB|Lubango|Lubango|Lubango|Lubango|Angola|Angola|-14.924733|-14.924733|13.575022|13.575022
SDE|SDE|SANE|SANE|Santiago Del Estero|Santiago Del Estero|Santiago Del Estero|Santiago Del Estero|Argentina|Argentina|-27.765617|-27.765617|-64.310122|-64.310122
SDF|SDF|KSDF|KSDF|Louisville International (Standiford Field)|Louisville International (Standiford Field)|Louisville, KY|Louisville, KY|United States|United States|38.174086|38.174086|-85.736499|-85.736499
SDG|SDG|OICS|OICS|Sanandaj|Sanandaj|Sanandaj|Sanandaj|Iran|Iran|35.245856|35.245856|47.009247|47.009247
SDH|SDH|MHSR|MHSR|Santa Rosa Copan|Santa Rosa Copan|Santa Rosa Copan|Santa Rosa Copan|Honduras|Honduras|14.783|14.783|-88.783|-88.783
SDI|SDI|||Saidor|Saidor|Saidor|Saidor|Papua New Guinea|Papua New Guinea|-5.617|-5.617|146.450|146.450
SDJ|SDJ|RJSS|RJSS|Sendai|Sendai|Sendai|Sendai|Japan|Japan|38.139722|38.139722|140.916944|140.916944
SDK|SDK|WBKS|WBKS|Sandakan|Sandakan|Sandakan|Sandakan|Malaysia|Malaysia|5.900897|5.900897|118.059486|118.059486
SDL|SDL|ESNN|ESNN|Sundsvall/harnosand|Sundsvall/harnosand|Sundsvall|Sundsvall|Sweden|Sweden|62.528125|62.528125|17.443928|17.443928
SDM|SDM|KSDM|KSDM|Brown Field Municipal|Brown Field Municipal|San Diego|San Diego|United States|United States|32.572271|32.572271|-116.980161|-116.980161
SDN|SDN|ENSD|ENSD|Sandane|Sandane|Sandane|Sandane|Norway|Norway|61.830000|61.830000|6.109444|6.109444
SDO|SDO|||Ryotsu Sado Is|Ryotsu Sado Is|Ryotsu Sado Is|Ryotsu Sado Is|Japan|Japan|38.083|38.083|138.433|138.433
SDP|SDP|PASD|PASD|Municipal|Municipal|Sand Point|Sand Point|United States|United States|55.313694|55.313694|-160.521417|-160.521417
SDQ|SDQ|MDSD|MDSD|Las Americas|Las Americas|Santo Domingo|Santo Domingo|Dominican Republic|Dominican Republic|18.429664|18.429664|-69.668925|-69.668925
SDR|SDR|LEXJ|LEXJ|Santander|Santander|Santander|Santander|Spain|Spain|43.427064|43.427064|-3.820006|-3.820006
SDS|SDS|RJSD|RJSD|Sado Shima|Sado Shima|Sado Shima|Sado Shima|Japan|Japan|38.060181|38.060181|138.413928|138.413928
SDT|SDT|OPSS|OPSS|Saidu Sharif|Saidu Sharif|Saidu Sharif|Saidu Sharif|Pakistan|Pakistan|34.813556|34.813556|72.352814|72.352814
SDU|SDU|SBRJ|SBRJ|Santos Dumont|Santos Dumont|Rio De Janeiro|Rio De Janeiro|Brazil|Brazil|-22.910461|-22.910461|-43.163133|-43.163133
SDV|SDV|LLSD|LLSD|Sde Dov|Sde Dov|Tel Aviv Yafo|Tel Aviv Yafo|Israel|Israel|32.114660|32.114660|34.782239|34.782239
SDW|SDW|||Sandwip|Sandwip|Sandwip|Sandwip|Bangladesh|Bangladesh|22.667|22.667|91.167|91.167
SDX|SDX|KSEZ|KSEZ|Sedona|Sedona|Sedona|Sedona|United States|United States|34.848583|34.848583|-111.788444|-111.788444
SDY|SDY|KSDY|KSDY|Richland Municipal|Richland Municipal|Sidney|Sidney|United States|United States|47.706861|47.706861|-104.192556|-104.192556
SEA|SEA|KSEA|KSEA|Seattle-Tacoma International|Seattle-Tacoma International|Seattle, WA|Seattle, WA|United States|United States|47.449889|47.449889|-122.311778|-122.311778
SEB|SEB|HLLS|HLLS|Sebha|Sebha|Sebha|Sebha|Libya|Libya|26.986964|26.986964|14.472525|14.472525
SEC|SEC|||Serre Chevalier|Serre Chevalier|Serre Chevalier|Serre Chevalier|France|France|44.883|44.883|6.683|6.683
SEE|SEE|KSEE|KSEE|Gillespie Field|Gillespie Field|San Diego|San Diego|United States|United States|32.826222|32.826222|-116.972444|-116.972444
SEF|SEF|KSEF|KSEF|Sebring Regional Airport|Sebring Regional Airport|Sebring, Fl|Sebring, Fl|United States|United States|27.456389|27.456389|-81.342389|-81.342389
SEG|SEG|KSEG|KSEG|Penn Valley|Penn Valley|Selinsgrove|Selinsgrove|United States|United States|40.821235|40.821235|-76.864172|-76.864172
SEH|SEH|WAJS|WAJS|Senggeh|Senggeh|Senggeh|Senggeh|Indonesia|Indonesia|-3.450|-3.450|140.767|140.767
SEI|SEI|SNBF|SNBF|Senhor Do Bonfim|Senhor Do Bonfim|Senhor Do Bonfim|Senhor Do Bonfim|Brazil|Brazil|-10.470271|-10.470271|-40.182777|-40.182777
SEJ|SEJ|||Seydisfjordur|Seydisfjordur|Seydisfjordur|Seydisfjordur|Iceland|Iceland|65.283|65.283|-13.850|-13.850
SEK|SEK|||Er Errachidia|Er Errachidia|Ksar Es Souk|Ksar Es Souk|Morocco|Morocco|31.950|31.950|-4.400|-4.400
SEM|SEM|KSEM|KSEM|Craig AFB|Craig AFB|Selma|Selma|United States|United States|32.343947|32.343947|-86.987803|-86.987803
SEN|SEN|EGMC|EGMC|London Southend|London Southend|Southend|Southend|United Kingdom|United Kingdom|51.571389|51.571389|0.695556|0.695556
SEO|SEO|DISG|DISG|Seguela|Seguela|Seguela|Seguela|Cote D&#039;Ivoire|Cote D&#039;Ivoire|7.968330|7.968330|-6.710834|-6.710834
SEP|SEP|KSEP|KSEP|Clark Field|Clark Field|Stephenville|Stephenville|United States|United States|32.215333|32.215333|-98.177667|-98.177667
SEQ|SEQ|WIBS|WIBS|Sungai Pakning|Sungai Pakning|Sungai Pakning|Sungai Pakning|Indonesia|Indonesia|1.370|1.370|102.140|102.140
SER|SER|KSER|KSER|Freeman Municipal|Freeman Municipal|Seymour|Seymour|United States|United States|38.924699|38.924699|-85.908354|-85.908354
SES|SES|SIPK|SIPK|Selfield|Selfield|Selma|Selma|United States|United States|32.45|32.45|-86.95|-86.95
SET|SET|||San Esteban|San Esteban|San Esteban|San Esteban|Honduras|Honduras|15.217|15.217|-85.717|-85.717
SEU|SEU|HTSN|HTSN|Seronera|Seronera|Seronera|Seronera|Tanzania|Tanzania|-2.458056|-2.458056|34.822500|34.822500
SEV|SEV|UKCS|UKCS|Severodoneck|Severodoneck|Severodoneck|Severodoneck|Ukraine|Ukraine|48.900833|48.900833|38.542778|38.542778
SEW|SEW|||Siwa|Siwa|Siwa|Siwa|Egypt|Egypt|29.345533|29.345533|25.506739|25.506739
SEX|SEX|ETAS|ETAS|Sembach|Sembach|Sembach|Sembach|Germany|Germany|49.500|49.500|7.867|7.867
SEY|SEY|GQNS|GQNS|Selibaby|Selibaby|Selibaby|Selibaby|Mauritania|Mauritania|15.179692|15.179692|-12.207272|-12.207272
SEZ|SEZ|FSIA|FSIA|Seychelles International Airport|Seychelles International Airport|Mahe Island|Mahe Island|Seychelles|Seychelles|-4.674342|-4.674342|55.521839|55.521839
SFA|SFA|DTTX|DTTX|Sfax Thyna|Sfax Thyna|Sfax|Sfax|Tunisia|Tunisia|34.717953|34.717953|10.690972|10.690972
SFB|SFB|KSFB|KSFB|Orlando Sanford Intl|Orlando Sanford Intl|Sanford|Sanford|United States|United States|28.776701|28.776701|-81.235522|-81.235522
SFC|SFC|TFFC|TFFC|St Francois|St Francois|St Francois|St Francois|Guadeloupe|Guadeloupe|16.257777|16.257777|-61.262500|-61.262500
SFD|SFD|SVSR|SVSR|Las Flecheras|Las Flecheras|San Fernando De Apure|San Fernando De Apure|Venezuela|Venezuela|7.883317|7.883317|-67.444025|-67.444025
SFE|SFE|RPUS|RPUS|San Fernando|San Fernando|San Fernando|San Fernando|Philippines|Philippines|16.595589|16.595589|120.303219|120.303219
SFF|SFF|KSFF|KSFF|Felts Field|Felts Field|Spokane|Spokane|United States|United States|47.682818|47.682818|-117.322558|-117.322558
SFG|SFG|TFFG|TFFG|Esperance|Esperance|St Martin|St Martin|Netherlands|Netherlands|18.100556|18.100556|-63.048889|-63.048889
SFH|SFH|MMSF|MMSF|San Felipe|San Felipe|San Felipe|San Felipe|Colombia|Colombia|30.930222|30.930222|-114.808639|-114.808639
SFI|SFI|GMMS|GMMS|Safi|Safi|Safi|Safi|Morocco|Morocco|32.283|32.283|-9.233|-9.233
SFJ|SFJ|BGSF|BGSF|Kangerlussuaq|Kangerlussuaq|Kangerlussuaq|Kangerlussuaq|Greenland|Greenland|67.016969|67.016969|-50.689325|-50.689325
SFK|SFK|SNSW|SNSW|Soure|Soure|Soure|Soure|Brazil|Brazil|-0.699431|-0.699431|-48.520983|-48.520983
SFL|SFL|GVSF|GVSF|Sao Filipe|Sao Filipe|Sao Filipe|Sao Filipe|Cape Verde|Cape Verde|14.885833|14.885833|-24.480833|-24.480833
SFM|SFM|KSFM|KSFM|Sanford|Sanford|Sanford|Sanford|United States|United States|43.393861|43.393861|-70.708000|-70.708000
SFN|SFN|SAAV|SAAV|Santa Fe|Santa Fe|Santa Fe|Santa Fe|Argentina|Argentina|-31.711666|-31.711666|-60.811668|-60.811668
SFO|SFO|KSFO|KSFO|San Francisco International|San Francisco International|San Francisco, CA|San Francisco, CA|United States|United States|37.618972|37.618972|-122.374889|-122.374889
SFP|SFP|||Surfers Paradise|Surfers Paradise|Surfers Paradise|Surfers Paradise|Australia|Australia|-28.000|-28.000|153.433|153.433
SFQ|SFQ|LTCH|LTCH|Sanliurfa|Sanliurfa|Sanliurfa|Sanliurfa|Turkey|Turkey|37.094261|37.094261|38.847103|38.847103
SFR|SFR|||San Fernando|San Fernando|San Fernando, CA|San Fernando, CA|Colombia|Colombia|9.0833333333333|9.0833333333333|-74.333333333333|-74.333333333333
SFT|SFT|ESNS|ESNS|Skelleftea|Skelleftea|Skelleftea|Skelleftea|Sweden|Sweden|64.624771|64.624771|21.076892|21.076892
SFU|SFU|||Safia|Safia|Safia|Safia|Papua New Guinea|Papua New Guinea|-9.583|-9.583|148.633|148.633
SFV|SFV|||Santa Fe Do Sul|Santa Fe Do Sul|Santa Fe Do Sul|Santa Fe Do Sul|Brazil|Brazil|-20.183|-20.183|-50.917|-50.917
SFW|SFW|||Santa Fe|Santa Fe|Santa Fe|Santa Fe|Panama|Panama|8.517|8.517|-81.067|-81.067
SFX|SFX|||San Felix|San Felix|San Felix|San Felix|Venezuela|Venezuela|8.350|8.350|-62.633|-62.633
SFZ|SFZ|KSFZ|KSFZ|North Central|North Central|Pawtucket, RI|Pawtucket, RI|United States|United States|41.920763|41.920763|-71.491381|-71.491381
SGA|SGA|OASN|OASN|Sheghnan|Sheghnan|Sheghnan|Sheghnan|Tajikistan|Tajikistan|37.498753|37.498753|71.507014|71.507014
SGB|SGB|||Singaua|Singaua|Singaua|Singaua|Papua New Guinea|Papua New Guinea|-6.700|-6.700|147.133|147.133
SGC|SGC|USRR|USRR|Surgut|Surgut|Surgut|Surgut|Russian Federation|Russian Federation|61.343694|61.343694|73.401842|73.401842
SGD|SGD|EKSB|EKSB|Sonderborg|Sonderborg|Sonderborg|Sonderborg|Denmark|Denmark|54.964367|54.964367|9.791731|9.791731
SGE|SGE|EDGS|EDGS|Siegerland Airport|Siegerland Airport|Siegen|Siegen|Germany|Germany|50.707658|50.707658|8.082969|8.082969
SGF|SGF|KSGF|KSGF|Springfield-Branson Rg|Springfield-Branson Rg|Springfield|Springfield|United States|United States|37.245667|37.245667|-93.388639|-93.388639
SGG|SGG|WBGY|WBGY|Simanggang|Simanggang|Simanggang|Simanggang|Malaysia|Malaysia|1.217|1.217|111.450|111.450
SGH|SGH|KSGH|KSGH|Springfield|Springfield|Springfield|Springfield|United States|United States|39.840278|39.840278|-83.840167|-83.840167
SGI|SGI|OPSR|OPSR|Sargodha Apt|Sargodha Apt|Sargodha|Sargodha|Pakistan|Pakistan|32.048611|32.048611|72.665000|72.665000
SGJ|SGJ|||Sagarai|Sagarai|Sagarai|Sagarai|Papua New Guinea|Papua New Guinea|-10.467|-10.467|150.150|150.150
SGK|SGK|||Sangapi|Sangapi|Sangapi|Sangapi|Papua New Guinea|Papua New Guinea|-5.083|-5.083|144.767|144.767
SGL|SGL|||Sangley Point NAS|Sangley Point NAS|Cavite City|Cavite City|Philippines|Philippines|14.495277777778|14.495277777778|120.90416666667|120.90416666667
SGM|SGM|||San Ignacio|San Ignacio|San Ignacio|San Ignacio|Mexico|Mexico|27.296633|27.296633|-112.938481|-112.938481
SGN|SGN|VVTS|VVTS|Tan Son Nhat International|Tan Son Nhat International|Ho Chi Minh City|Ho Chi Minh City|Vietnam|Vietnam|10.818797|10.818797|106.651856|106.651856
SGO|SGO|YSGE|YSGE|St George|St George|St George|St George|Australia|Australia|-28.049722|-28.049722|148.595278|148.595278
SGP|SGP|YSHG|YSHG|Shay Gap|Shay Gap|Shay Gap|Shay Gap|Australia|Australia|-20.424722|-20.424722|120.140556|120.140556
SGQ|SGQ|WRLA|WRLA|Sanggata|Sanggata|Sanggata|Sanggata|Indonesia|Indonesia|0.500|0.500|117.333|117.333
SGR|SGR|KSGR|KSGR|Sugar Land Regional|Sugar Land Regional|Houston, TX|Houston, TX|United States|United States|29.622250|29.622250|-95.656528|-95.656528
SGS|SGS|RPMN|RPMN|Sanga Sanga|Sanga Sanga|Sanga Sanga|Sanga Sanga|Philippines|Philippines|5.046994|5.046994|119.743033|119.743033
SGT|SGT|KSGT|KSGT|Stuttgart Municipal|Stuttgart Municipal|Stuttgart, AR|Stuttgart, AR|United States|United States|34.599479|34.599479|-91.575000|-91.575000
SGU|SGU|KSGU|KSGU|Municipal|Municipal|Saint George|Saint George|United States|United States|37.090583|37.090583|-113.593056|-113.593056
SGV|SGV|SAVS|SAVS|Sierra Grande|Sierra Grande|Sierra Grande|Sierra Grande|Argentina|Argentina|-41.591938|-41.591938|-65.349441|-65.349441
SGW|SGW|||Saginaw Bay|Saginaw Bay|Saginaw Bay|Saginaw Bay|United States|United States|56.886332|56.886332|-134.158388|-134.158388
SGX|SGX|HTSO|HTSO|Songea|Songea|Songea|Songea|Tanzania|Tanzania|-10.683|-10.683|35.583|35.583
SGY|SGY|PAGY|PAGY|Municipal|Municipal|Skagway|Skagway|United States|United States|59.460062|59.460062|-135.315664|-135.315664
SGZ|SGZ|VTSH|VTSH|Songkhla|Songkhla|Songkhla|Songkhla|Thailand|Thailand|7.186564|7.186564|100.608031|100.608031
SHA|SHA|ZSSS|ZSSS|Hongqiao|Hongqiao|Shanghai|Shanghai|China|China|31.197875|31.197875|121.336319|121.336319
SHB|SHB|RJCN|RJCN|Nakashibetsu|Nakashibetsu|Nakashibetsu|Nakashibetsu|Japan|Japan|43.577500|43.577500|144.960000|144.960000
SHC|SHC|||Indaselassie|Indaselassie|Indaselassie|Indaselassie|Ethiopia|Ethiopia|14.078056|14.078056|38.272500|38.272500
SHD|SHD|KSHD|KSHD|Shenandoah Valley|Shenandoah Valley|Staunton|Staunton|United States|United States|38.263833|38.263833|-78.896444|-78.896444
SHE|SHE|ZYTX|ZYTX|Shenyang|Shenyang|Shenyang|Shenyang|China|China|41.639842|41.639842|123.483425|123.483425
SHF|SHF|LLBS|LLBS|Shanhaiguan|Shanhaiguan|Shanhaiguan|Shanhaiguan|China|China|39.983333333333|39.983333333333|119.75|119.75
SHG|SHG|PAGH|PAGH|Shungnak|Shungnak|Shungnak|Shungnak|United States|United States|66.888076|66.888076|-157.162401|-157.162401
SHH|SHH|PASH|PASH|Shishmaref|Shishmaref|Shishmaref|Shishmaref|United States|United States|66.249567|66.249567|-166.089346|-166.089346
SHI|SHI|RORS|RORS|Shimojishima|Shimojishima|Shimojishima|Shimojishima|Japan|Japan|24.826667|24.826667|125.144722|125.144722
SHJ|SHJ|OMSJ|OMSJ|Sharjah|Sharjah|Sharjah|Sharjah|United Arab Emirates|United Arab Emirates|25.328575|25.328575|55.517150|55.517150
SHK|SHK|FXSH|FXSH|Sehonghong|Sehonghong|Sehonghong|Sehonghong|Lesotho|Lesotho|-29.729444|-29.729444|28.768056|28.768056
SHL|SHL|VEBI|VEBI|Barapani|Barapani|Shillong|Shillong|India|India|25.703642|25.703642|91.978722|91.978722
SHM|SHM|RJBD|RJBD|Shirahama|Shirahama|Shirahama|Shirahama|Japan|Japan|33.662222|33.662222|135.364444|135.364444
SHN|SHN|KSHN|KSHN|Sanderson Field|Sanderson Field|Shelton|Shelton|United States|United States|47.233556|47.233556|-123.147556|-123.147556
SHO|SHO|RKND|RKND|Seolak|Seolak|Sokcho|Sokcho|Korea (South)|Korea (South)|38.142614|38.142614|128.598556|128.598556
SHP|SHP|ZBSH|ZBSH|Qinhuangdao|Qinhuangdao|Qinhuangdao|Qinhuangdao|China|China|39.968056|39.968056|119.731111|119.731111
SHQ|SHQ|YSPT|YSPT|Southport|Southport|Southport|Southport|Australia|Australia|-27.921667|-27.921667|153.371389|153.371389
SHR|SHR|KSHR|KSHR|Sheridan|Sheridan|Sheridan|Sheridan|United States|United States|44.769194|44.769194|-106.980278|-106.980278
SHS|SHS|ZHSS|ZHSS|Shashi|Shashi|Shashi|Shashi|China|China|30.324444|30.324444|112.280556|112.280556
SHT|SHT|YSHT|YSHT|Shepparton|Shepparton|Shepparton|Shepparton|Australia|Australia|-36.428889|-36.428889|145.392500|145.392500
SHU|SHU|YSMP|YSMP|Smith Point|Smith Point|Smith Point|Smith Point|Australia|Australia|-11.150|-11.150|132.150|132.150
SHV|SHV|KSHV|KSHV|Regional|Regional|Shreveport|Shreveport|United States|United States|32.446610|32.446610|-93.825611|-93.825611
SHW|SHW|OESH|OESH|Sharurah|Sharurah|Sharurah|Sharurah|Saudi Arabia|Saudi Arabia|17.466875|17.466875|47.121431|47.121431
SHX|SHX|PAHX|PAHX|Shageluk|Shageluk|Shageluk|Shageluk|United States|United States|62.692306|62.692306|-159.569222|-159.569222
SHY|SHY|HTSY|HTSY|Shinyanga|Shinyanga|Shinyanga|Shinyanga|Tanzania|Tanzania|-3.667|-3.667|33.417|33.417
SHZ|SHZ|FXSS|FXSS|Seshutes|Seshutes|Seshutes|Seshutes|Lesotho|Lesotho|-29.266667|-29.266667|28.553611|28.553611
SIA|SIA|ZLSN|ZLSN|Xiguan|Xiguan|Xi An|Xi An|China|China|34.376667|34.376667|109.119999|109.119999
SIB|SIB|FCBS|FCBS|Sibiti|Sibiti|Sibiti|Sibiti|Congo|Congo|-3.683|-3.683|13.350|13.350
SIC|SIC|LTCM|LTCM|Sinop Airport|Sinop Airport|Sinop|Sinop|Turkey|Turkey|42.019006|42.019006|35.079192|35.079192
SID|SID|GVAC|GVAC|Amilcar Cabral Intl|Amilcar Cabral Intl|Sal|Sal|Cape Verde|Cape Verde|16.741389|16.741389|-22.949444|-22.949444
SIE|SIE|LPSI|LPSI|Sines|Sines|Sines|Sines|Portugal|Portugal|37.940556|37.940556|-8.809444|-8.809444
SIF|SIF|VNSI|VNSI|Simara|Simara|Simara|Simara|Nepal|Nepal|27.159456|27.159456|84.980122|84.980122
SIG|SIG|TJIG|TJIG|Isla Grande|Isla Grande|San Juan|San Juan|Puerto Rico|Puerto Rico|18.456791|18.456791|-66.098462|-66.098462
SIH|SIH|VNDT|VNDT|Silgadi Doti|Silgadi Doti|Silgadi Doti|Silgadi Doti|Nepal|Nepal|29.263130|29.263130|80.936012|80.936012
SII|SII|GMMF|GMMF|Sidi Ifni|Sidi Ifni|Sidi Ifni|Sidi Ifni|Morocco|Morocco|29.368983|29.368983|-10.180267|-10.180267
SIJ|SIJ|BISI|BISI|Siglufjordur|Siglufjordur|Siglufjordur|Siglufjordur|Iceland|Iceland|66.133332|66.133332|-18.916667|-18.916667
SIK|SIK|KSIK|KSIK|Memorial|Memorial|Sikeston|Sikeston|United States|United States|36.898889|36.898889|-89.561750|-89.561750
SIL|SIL|||Sila|Sila|Sila|Sila|Papua New Guinea|Papua New Guinea|-9.117|-9.117|148.400|148.400
SIM|SIM|||Simbai|Simbai|Simbai|Simbai|Papua New Guinea|Papua New Guinea|-5.267|-5.267|144.533|144.533
SIN|SIN|WSSS|WSSS|Changi|Changi|Singapore|Singapore|Singapore|Singapore|1.350189|1.350189|103.994433|103.994433
SIO|SIO|YSMI|YSMI|Smithton|Smithton|Smithton|Smithton|Australia|Australia|-40.835000|-40.835000|145.083611|145.083611
SIP|SIP|UKFF|UKFF|Simferopol|Simferopol|Simferopol|Simferopol|Ukraine|Ukraine|45.052222|45.052222|33.975139|33.975139
