0|iata_code|1|icao_code|2|name_eng|3|city_eng|4|country_eng|5|latitude|6|longitude
SIQ|SIQ|WIDS|WIDS|Dabo|Dabo|Singkep|Singkep|Indonesia|Indonesia|-0.479189|-0.479189|104.579283|104.579283
SIR|SIR|LSGS|LSGS|Sion|Sion|Sion|Sion|Switzerland|Switzerland|46.219592|46.219592|7.326764|7.326764
SIS|SIS|FASS|FASS|Sishen|Sishen|Sishen|Sishen|South Africa|South Africa|-27.648606|-27.648606|22.999278|22.999278
SIT|SIT|PASI|PASI|Sitka|Sitka|Sitka|Sitka|United States|United States|57.047139|57.047139|-135.361611|-135.361611
SIU|SIU|MNSI|MNSI|Siuna|Siuna|Siuna|Siuna|Nicaragua|Nicaragua|13.717|13.717|-84.767|-84.767
SIV|SIV|KSIV|KSIV|County|County|Sullivan|Sullivan|United States|United States|39.114712|39.114712|-87.448329|-87.448329
SIW|SIW|WIMP|WIMP|Sibisa|Sibisa|Sibisa|Sibisa|Indonesia|Indonesia|2.667|2.667|98.933|98.933
SIX|SIX|YSGT|YSGT|Singleton|Singleton|Singleton|Singleton|Australia|Australia|-32.600833|-32.600833|151.193056|151.193056
SIY|SIY|KSIY|KSIY|Siskiyou County|Siskiyou County|Montague|Montague|United States|United States|41.781442|41.781442|-122.468110|-122.468110
SIZ|SIZ|||Sissano|Sissano|Sissano|Sissano|Papua New Guinea|Papua New Guinea|-3.000|-3.000|142.033|142.033
SJA|SJA|SPJN|SPJN|San Juan|San Juan|San Juan|San Juan|Peru|Peru|-15.352500|-15.352500|-75.137222|-75.137222
SJB|SJB|SLJO|SLJO|San Joaquin|San Joaquin|San Joaquin|San Joaquin|Bolivia|Bolivia|-13.017|-13.017|-64.867|-64.867
SJC|SJC|KSJC|KSJC|Mineta San Jose International Airport|Mineta San Jose International Airport|San Jose|San Jose|United States|United States|37.362667|37.362667|-121.929111|-121.929111
SJD|SJD|MMSD|MMSD|Los Cabos|Los Cabos|San Jose Del Cabo|San Jose Del Cabo|Mexico|Mexico|23.151850|23.151850|-109.721044|-109.721044
SJE|SJE|SKSJ|SKSJ|San Jose Del Gua|San Jose Del Gua|San Jose Del Gua|San Jose Del Gua|Colombia|Colombia|2.579694|2.579694|-72.639358|-72.639358
SJF|SJF|||St John Island|St John Island|St John Island|St John Island|US Virgin Islands|US Virgin Islands|18.333|18.333|-64.983|-64.983
SJG|SJG|||San Pedro Jagua|San Pedro Jagua|San Pedro Jagua|San Pedro Jagua|Colombia|Colombia|4.633|4.633|-73.300|-73.300
SJH|SJH|||San Juan Del Cesar|San Juan Del Cesar|San Juan Del Cesar|San Juan Del Cesar|Colombia|Colombia|10.733|10.733|-72.983|-72.983
SJI|SJI|RPUH|RPUH|Mcguire Fld|Mcguire Fld|San Jose|San Jose|Philippines|Philippines|12.361517|12.361517|121.046639|121.046639
SJJ|SJJ|LQSA|LQSA|Sarajevo|Sarajevo|Sarajevo|Sarajevo|Bosnia And Herzegovina|Bosnia And Herzegovina|43.824583|43.824583|18.331467|18.331467
SJK|SJK|SBSJ|SBSJ|Sao Jose Dos Campos|Sao Jose Dos Campos|Sao Jose Dos Campos|Sao Jose Dos Campos|Brazil|Brazil|-23.228172|-23.228172|-45.862739|-45.862739
SJL|SJL|SBUA|SBUA|Da Cachoeira|Da Cachoeira|Sao Gabriel|Sao Gabriel|Brazil|Brazil|-0.148419|-0.148419|-66.985589|-66.985589
SJM|SJM|MDSJ|MDSJ|San Juan|San Juan|San Juan|San Juan|Dominican Republic|Dominican Republic|18.817|18.817|-71.283|-71.283
SJN|SJN|KSJN|KSJN|Municipal|Municipal|St Johns|St Johns|United States|United States|34.518556|34.518556|-109.378750|-109.378750
SJO|SJO|MROC|MROC|Juan Santamaría International|Juan Santamaría International|San José|San José|Costa Rica|Costa Rica|9.993903|9.993903|-84.208856|-84.208856
SJP|SJP|SBSR|SBSR|Sao Jose Do Rio Preto|Sao Jose Do Rio Preto|Sao Jose Do Rio Preto|Sao Jose Do Rio Preto|Brazil|Brazil|-20.816567|-20.816567|-49.406511|-49.406511
SJQ|SJQ|FLSS|FLSS|Sesheke|Sesheke|Sesheke|Sesheke|Zambia|Zambia|-17.476389|-17.476389|24.305556|24.305556
SJR|SJR|||San Juan D Ur|San Juan D Ur|San Juan D Ur|San Juan D Ur|Colombia|Colombia|8.767|8.767|-76.533|-76.533
SJS|SJS|SLJE|SLJE|San Jose|San Jose|San Jose|San Jose|Bolivia|Bolivia|-17.832222|-17.832222|-60.743056|-60.743056
SJT|SJT|KSJT|KSJT|Mathis Fld|Mathis Fld|San Angelo|San Angelo|United States|United States|31.357750|31.357750|-100.496306|-100.496306
SJU|SJU|TJSJ|TJSJ|Luis Munoz Marin Intl|Luis Munoz Marin Intl|San Juan|San Juan|Puerto Rico|Puerto Rico|18.439295|18.439295|-66.002004|-66.002004
SJV|SJV|SLJV|SLJV|San Javier|San Javier|San Javier|San Javier|Bolivia|Bolivia|-16.264444|-16.264444|-62.470000|-62.470000
SJW|SJW|ZBSJ|ZBSJ|Daguocun|Daguocun|Shijiazhuang|Shijiazhuang|China|China|38.280686|38.280686|114.697300|114.697300
SJX|SJX|||Sartaneja|Sartaneja|Sartaneja|Sartaneja|Belize|Belize|18.350|18.350|-88.117|-88.117
SJY|SJY|EFSI|EFSI|Ilmajoki|Ilmajoki|Seinajoki|Seinajoki|Finland|Finland|62.692119|62.692119|22.832328|22.832328
SJZ|SJZ|LPSJ|LPSJ|Sao Jorge Island|Sao Jorge Island|Sao Jorge Island|Sao Jorge Island|Portugal|Portugal|38.665500|38.665500|-28.175817|-28.175817
SKA|SKA|KSKA|KSKA|Fairchild AFB|Fairchild AFB|Spokane|Spokane|United States|United States|47.615058|47.615058|-117.655803|-117.655803
SKB|SKB|TKPK|TKPK|Robert L Bradshaw International|Robert L Bradshaw International|Basseterre, St. Kitts Island|Basseterre, St. Kitts Island|Saint Kitts and Nevis|Saint Kitts and Nevis|17.311389|17.311389|-62.718611|-62.718611
SKC|SKC|||Suki|Suki|Suki|Suki|Papua New Guinea|Papua New Guinea|-8.033|-8.033|141.717|141.717
SKD|SKD|UTSS|UTSS|Samarkand|Samarkand|Samarkand|Samarkand|Uzbekistan|Uzbekistan|39.700547|39.700547|66.983829|66.983829
SKE|SKE|ENSN|ENSN|Skien|Skien|Skien|Skien|Norway|Norway|59.185000|59.185000|9.566944|9.566944
SKF|SKF|KSKF|KSKF|Kelly AFB|Kelly AFB|San Antonio|San Antonio|United States|United States|29.384228|29.384228|-98.581167|-98.581167
SKG|SKG|LGTS|LGTS|Macedonia International|Macedonia International|Thessaloniki|Thessaloniki|Greece|Greece|40.519725|40.519725|22.970950|22.970950
SKH|SKH|VNSK|VNSK|Kadmandu|Kadmandu|Surkhet|Surkhet|Nepal|Nepal|28.586|28.586|81.636|81.636
SKI|SKI|DABP|DABP|Skikda|Skikda|Skikda|Skikda|Algeria|Algeria|36.933|36.933|6.950|6.950
SKJ|SKJ|KPHX|KPHX|Sitkinak Cgs|Sitkinak Cgs|Sitkinak Island|Sitkinak Island|United States|United States|56.533333333333|56.533333333333|-154.13333333333|-154.13333333333
SKK|SKK|PFSH|PFSH|Shaktoolik|Shaktoolik|Shaktoolik|Shaktoolik|United States|United States|64.371083|64.371083|-161.223972|-161.223972
SKL|SKL|||Broadford|Broadford|Isle Of Skye|Isle Of Skye|United Kingdom|United Kingdom|57.253|57.253|-5.827|-5.827
SKM|SKM|SYSK|SYSK|Skeldon|Skeldon|Skeldon|Skeldon|Guyana|Guyana|5.850|5.850|-57.150|-57.150
SKN|SKN|ENSK|ENSK|Skagen|Skagen|Stokmarknes|Stokmarknes|Norway|Norway|68.580833|68.580833|15.026111|15.026111
SKO|SKO|DNSO|DNSO|Sokoto|Sokoto|Sokoto|Sokoto|Nigeria|Nigeria|12.916322|12.916322|5.207189|5.207189
SKP|SKP|LWSK|LWSK|Petrovec|Petrovec|Skopje|Skopje|Macedonia|Macedonia|41.961622|41.961622|21.621381|21.621381
SKQ|SKQ|FXSK|FXSK|Sekakes|Sekakes|Sekakes|Sekakes|Lesotho|Lesotho|-30.038889|-30.038889|28.370278|28.370278
SKR|SKR|HASK|HASK|Shakiso|Shakiso|Shakiso|Shakiso|Ethiopia|Ethiopia|5.733|5.733|38.917|38.917
SKS|SKS|EKSP|EKSP|Vojens|Vojens|Vojens|Vojens|Denmark|Denmark|55.225553|55.225553|9.263931|9.263931
SKT|SKT|OPST|OPST|Sialkot International|Sialkot International|Sialkot|Sialkot|Pakistan|Pakistan|32.514443|32.514443|74.528889|74.528889
SKU|SKU|LGSY|LGSY|Skiros|Skiros|Skiros|Skiros|Greece|Greece|38.967553|38.967553|24.487228|24.487228
SKV|SKV|HESC|HESC|Mount Sinai|Mount Sinai|Santa Katarina|Santa Katarina|Egypt|Egypt|28.685278|28.685278|34.062500|34.062500
SKW|SKW|PASW|PASW|Intermediate|Intermediate|Skwentna|Skwentna|United States|United States|61.965295|61.965295|-151.191366|-151.191366
SKX|SKX|UWPS|UWPS|Saransk|Saransk|Saransk|Saransk|Russian Federation|Russian Federation|54.125000|54.125000|45.212222|45.212222
SKY|SKY|KSKY|KSKY|Griffing Sandusky|Griffing Sandusky|Sandusky|Sandusky|United States|United States|41.433361|41.433361|-82.652333|-82.652333
SKZ|SKZ|OPSK|OPSK|Sukkur|Sukkur|Sukkur|Sukkur|Pakistan|Pakistan|27.721989|27.721989|68.791683|68.791683
SLA|SLA|SASA|SASA|Gen Belgrano|Gen Belgrano|Salta|Salta|Argentina|Argentina|-24.855978|-24.855978|-65.486169|-65.486169
SLB|SLB|KSLB|KSLB|Municipal|Municipal|Storm Lake|Storm Lake|United States|United States|42.597250|42.597250|-95.240667|-95.240667
SLC|SLC|KSLC|KSLC|Salt Lake City International|Salt Lake City International|Salt Lake City, UT|Salt Lake City, UT|United States|United States|40.788388|40.788388|-111.977773|-111.977773
SLD|SLD|LZSL|LZSL|Sliac|Sliac|Sliac|Sliac|Slovakia|Slovakia|48.637839|48.637839|19.134108|19.134108
SLE|SLE|KSLE|KSLE|Mcnary Field|Mcnary Field|Salem|Salem|United States|United States|44.909528|44.909528|-123.002500|-123.002500
SLF|SLF|OESL|OESL|Sulayel|Sulayel|Sulayel|Sulayel|Saudi Arabia|Saudi Arabia|20.464744|20.464744|45.619644|45.619644
SLG|SLG|KSLG|KSLG|Smith Field|Smith Field|Siloam Springs|Siloam Springs|United States|United States|36.191861|36.191861|-94.490000|-94.490000
SLH|SLH|NVSC|NVSC|Sola|Sola|Sola|Sola|Vanuatu|Vanuatu|-13.851667|-13.851667|167.536944|167.536944
SLI|SLI|FLSW|FLSW|Solwezi|Solwezi|Solwezi|Solwezi|Zambia|Zambia|-12.167|-12.167|26.367|26.367
SLJ|SLJ|KSLJ|KSLJ|Stellar Air Park|Stellar Air Park|Chandler|Chandler|United States|United States|33.298876|33.298876|-111.915437|-111.915437
SLK|SLK|KSLK|KSLK|Adirondack|Adirondack|Saranac Lake|Saranac Lake|United States|United States|44.385306|44.385306|-74.206194|-74.206194
SLL|SLL|OOSA|OOSA|Salalah|Salalah|Salalah|Salalah|Oman|Oman|17.038719|17.038719|54.091297|54.091297
SLM|SLM|LESA|LESA|Matacan|Matacan|Salamanca|Salamanca|Spain|Spain|40.952117|40.952117|-5.501986|-5.501986
SLN|SLN|KSLN|KSLN|Salina|Salina|Salina|Salina|United States|United States|38.790966|38.790966|-97.652170|-97.652170
SLO|SLO|KSLO|KSLO|Leckrone|Leckrone|Salem|Salem|United States|United States|38.642872|38.642872|-88.964185|-88.964185
SLP|SLP|MMSP|MMSP|San Luis Potosi|San Luis Potosi|San Luis Potosi|San Luis Potosi|Mexico|Mexico|22.254303|22.254303|-100.930806|-100.930806
SLQ|SLQ|PASL|PASL|Sleetmute|Sleetmute|Sleetmute|Sleetmute|United States|United States|61.700518|61.700518|-157.165881|-157.165881
SLR|SLR|KSLR|KSLR|Sulphur Springs|Sulphur Springs|Sulphur Springs|Sulphur Springs|United States|United States|33.159833|33.159833|-95.621139|-95.621139
SLS|SLS|LBSS|LBSS|Silistra|Silistra|Silistra|Silistra|Bulgaria|Bulgaria|44.055167|44.055167|27.178833|27.178833
SLT|SLT|KANK|KANK|Salida|Salida|Salida|Salida|United States|United States|38.538278|38.538278|-106.048639|-106.048639
SLU|SLU|TLPC|TLPC|George F L Charles|George F L Charles|Castries|Castries|Saint Lucia|Saint Lucia|14.020000|14.020000|-60.993056|-60.993056
SLV|SLV|VISM|VISM|Simla|Simla|Simla|Simla|India|India|31.081803|31.081803|77.067967|77.067967
SLW|SLW|MMIO|MMIO|Saltillo|Saltillo|Saltillo|Saltillo|Mexico|Mexico|25.549497|25.549497|-100.928669|-100.928669
SLX|SLX|MBSY|MBSY|Salt Cay|Salt Cay|Salt Cay|Salt Cay|Turks and Caicos Islands|Turks and Caicos Islands|21.333|21.333|-71.200|-71.200
SLY|SLY|USDD|USDD|Salekhard|Salekhard|Salekhard|Salekhard|Russian Federation|Russian Federation|66.590753|66.590753|66.611042|66.611042
SLZ|SLZ|SBSL|SBSL|Marechal Cunha Machado|Marechal Cunha Machado|São Luis|São Luis|Brazil|Brazil|-2.585361|-2.585361|-44.234139|-44.234139
SMA|SMA|LPAZ|LPAZ|Vila Do Porto|Vila Do Porto|Santa Maria|Santa Maria|Portugal|Portugal|36.971390|36.971390|-25.170639|-25.170639
SMB|SMB|SCSB|SCSB|Cerro Sombrero|Cerro Sombrero|Cerro Sombrero|Cerro Sombrero|Chile|Chile|-52.736668|-52.736668|-69.333611|-69.333611
SMC|SMC|||Santa Maria|Santa Maria|Santa Maria|Santa Maria|Colombia|Colombia|8.150|8.150|-77.050|-77.050
SMD|SMD|KSMD|KSMD|Smith Field|Smith Field|Fort Wayne, IN|Fort Wayne, IN|United States|United States|41.143361|41.143361|-85.152778|-85.152778
SME|SME|KSME|KSME|Pulaski County|Pulaski County|Somerset|Somerset|United States|United States|37.053583|37.053583|-84.615639|-84.615639
SMF|SMF|KSMF|KSMF|Sacramento International|Sacramento International|Sacramento, CA|Sacramento, CA|United States|United States|38.695417|38.695417|-121.590778|-121.590778
SMG|SMG|SPMR|SPMR|Santa Maria|Santa Maria|Santa Maria|Santa Maria|Peru|Peru|-11.983|-11.983|-77.000|-77.000
SMH|SMH|||Sapmanga|Sapmanga|Sapmanga|Sapmanga|Papua New Guinea|Papua New Guinea|-6.067|-6.067|146.800|146.800
SMI|SMI|LGSM|LGSM|Samos|Samos|Samos|Samos|Greece|Greece|37.689999|37.689999|26.911667|26.911667
SMJ|SMJ|||Sim|Sim|Sim|Sim|Papua New Guinea|Papua New Guinea|-7.667|-7.667|146.833|146.833
SMK|SMK|PAMK|PAMK|St Michael|St Michael|St Michael|St Michael|United States|United States|63.490056|63.490056|-162.110389|-162.110389
SML|SML|MYLS|MYLS|Estate Airstrip|Estate Airstrip|Stella Maris|Stella Maris|Bahamas|Bahamas|23.581444|23.581444|-75.270475|-75.270475
SMM|SMM|WBKA|WBKA|Semporna|Semporna|Semporna|Semporna|Malaysia|Malaysia|4.449722|4.449722|118.596389|118.596389
SMN|SMN|KSMN|KSMN|Salmon|Salmon|Salmon|Salmon|United States|United States|45.123781|45.123781|-113.881332|-113.881332
SMO|SMO|KSMO|KSMO|Santa Monica|Santa Monica|Santa Monica|Santa Monica|United States|United States|34.015833|34.015833|-118.451306|-118.451306
SMP|SMP|||Stockholm|Stockholm|Stockholm|Stockholm|Papua New Guinea|Papua New Guinea|-4.350|-4.350|151.550|151.550
SMQ|SMQ|WAOS|WAOS|Sampit|Sampit|Sampit|Sampit|Indonesia|Indonesia|-2.499194|-2.499194|112.974992|112.974992
SMR|SMR|SKSM|SKSM|Simon Bolivar|Simon Bolivar|Santa Marta|Santa Marta|Colombia|Colombia|11.119722|11.119722|-74.230833|-74.230833
SMS|SMS|FMMS|FMMS|Sainte Marie|Sainte Marie|Sainte Marie|Sainte Marie|Madagascar|Madagascar|-17.093889|-17.093889|49.815834|49.815834
SMT|SMT|||Sun Moon Lake|Sun Moon Lake|Sun Moon Lake|Sun Moon Lake|Taiwan|Taiwan|23.883|23.883|120.933|120.933
SMU|SMU|PASP|PASP|Sheep Mountain|Sheep Mountain|Sheep Mountain|Sheep Mountain|United States|United States|61.811989|61.811989|-147.506922|-147.506922
SMV|SMV|LSZS|LSZS|Samedan|Samedan|St Moritz|St Moritz|Switzerland|Switzerland|46.534075|46.534075|9.884106|9.884106
SMW|SMW|GMMA|GMMA|Smara|Smara|Smara|Smara|Western Sahara|Western Sahara|26.731761|26.731761|-11.684681|-11.684681
SMX|SMX|KSMX|KSMX|Public|Public|Santa Maria|Santa Maria|United States|United States|34.898917|34.898917|-120.457444|-120.457444
SMY|SMY|GOTS|GOTS|Simenti|Simenti|Simenti|Simenti|Senegal|Senegal|13.050|13.050|-13.300|-13.300
SMZ|SMZ|SMST|SMST|Stoelmans Eiland|Stoelmans Eiland|Stoelmans Eiland|Stoelmans Eiland|Suriname|Suriname|4.351|4.351|-54.418|-54.418
SNA|SNA|KSNA|KSNA|John Wayne|John Wayne|Orange County|Orange County|United States|United States|33.675667|33.675667|-117.868222|-117.868222
SNB|SNB|YSNB|YSNB|Snake Bay|Snake Bay|Snake Bay|Snake Bay|Australia|Australia|-11.422778|-11.422778|130.653611|130.653611
SNC|SNC|SESA|SESA|Salinas|Salinas|Salinas|Salinas|Ecuador|Ecuador|-2.204994|-2.204994|-80.988878|-80.988878
SND|SND|||Seno|Seno|Seno|Seno|Laos|Laos|16.667|16.667|105.017|105.017
SNE|SNE|GVSN|GVSN|Preguica|Preguica|Sao Nicolau|Sao Nicolau|Cape Verde|Cape Verde|16.588356|16.588356|-24.284656|-24.284656
SNF|SNF|SVSP|SVSP|San Felipe|San Felipe|San Felipe|San Felipe|Venezuela|Venezuela|10.278728|10.278728|-68.755211|-68.755211
SNG|SNG|SLSI|SLSI|San Ignacio De Velasco|San Ignacio De Velasco|San Ignacio De Velasco|San Ignacio De Velasco|Bolivia|Bolivia|-16.384443|-16.384443|-60.962778|-60.962778
SNH|SNH|YSPE|YSPE|Stanthorpe|Stanthorpe|Stanthorpe|Stanthorpe|Australia|Australia|-28.620278|-28.620278|151.990556|151.990556
SNI|SNI|GLGE|GLGE|R.E. Murray|R.E. Murray|Sinoe|Sinoe|Liberia|Liberia|5.034313|5.034313|-9.066803|-9.066803
SNJ|SNJ|MUSJ|MUSJ|San Julian|San Julian|San Julian|San Julian|Cuba|Cuba|22.095294|22.095294|-84.152011|-84.152011
SNK|SNK|KSNK|KSNK|Winston Field|Winston Field|Snyder|Snyder|United States|United States|32.693389|32.693389|-100.950472|-100.950472
SNL|SNL|KSNL|KSNL|Municipal|Municipal|Shawnee|Shawnee|United States|United States|35.357306|35.357306|-96.942833|-96.942833
SNM|SNM|SLSM|SLSM|San Ignacio De M|San Ignacio De M|San Ignacio De M|San Ignacio De M|Bolivia|Bolivia|-14.967|-14.967|-65.633|-65.633
SNN|SNN|EINN|EINN|Shannon|Shannon|Shannon|Shannon|Ireland|Ireland|52.701978|52.701978|-8.924817|-8.924817
SNO|SNO|VTUI|VTUI|Sakon Nakhon|Sakon Nakhon|Sakon Nakhon|Sakon Nakhon|Thailand|Thailand|17.195142|17.195142|104.118625|104.118625
SNP|SNP|PASN|PASN|Saint Paul Island|Saint Paul Island|Saint Paul Island|Saint Paul Island|United States|United States|57.167333|57.167333|-170.220444|-170.220444
SNQ|SNQ|||San Quintin|San Quintin|San Quintin|San Quintin|Mexico|Mexico|30.528611|30.528611|-115.946111|-115.946111
SNR|SNR|LFRZ|LFRZ|Montoir|Montoir|St Nazaire|St Nazaire|France|France|47.310556|47.310556|-2.156667|-2.156667
SNS|SNS|KSNS|KSNS|Salinas|Salinas|Salinas|Salinas|United States|United States|36.662778|36.662778|-121.606361|-121.606361
SNT|SNT|||Sabana De Torres|Sabana De Torres|Sabana De Torres|Sabana De Torres|Colombia|Colombia|7.383219|7.383219|-73.505450|-73.505450
SNU|SNU|MUSC|MUSC|Abel Santa Maria|Abel Santa Maria|Santa Clara|Santa Clara|Cuba|Cuba|22.492192|22.492192|-79.943611|-79.943611
SNV|SNV|SVSE|SVSE|Santa Elena|Santa Elena|Santa Elena|Santa Elena|Venezuela|Venezuela|4.554722|4.554722|-61.144922|-61.144922
SNW|SNW|VYTD|VYTD|Thandwe|Thandwe|Thandwe|Thandwe|Myanmar|Myanmar|18.460731|18.460731|94.300119|94.300119
SNX|SNX|MDSB|MDSB|Sabana De Mar|Sabana De Mar|Sabana De Mar|Sabana De Mar|Dominican Republic|Dominican Republic|19.050|19.050|-69.367|-69.367
SNY|SNY|KSNY|KSNY|Sidney|Sidney|Sidney|Sidney|United States|United States|41.099807|41.099807|-102.984972|-102.984972
SNZ|SNZ|SBSC|SBSC|Santa Cruz|Santa Cruz|Santa Cruz|Santa Cruz|Brazil|Brazil|-22.932350|-22.932350|-43.719092|-43.719092
SOA|SOA|KSOA|KSOA|Soc Trang|Soc Trang|Soc Trang|Soc Trang|Vietnam|Vietnam|30.585694|30.585694|-100.648556|-100.648556
SOB|SOB|LHSM|LHSM|Saarmelleek/balaton|Saarmelleek/balaton|Saarmelleek|Saarmelleek|Hungary|Hungary|46.686389|46.686389|17.159056|17.159056
SOC|SOC|WARQ|WARQ|Adi Sumarmo|Adi Sumarmo|Solo City|Solo City|Indonesia|Indonesia|-7.516089|-7.516089|110.756892|110.756892
SOD|SOD|SDCO|SDCO|Sorocaba|Sorocaba|Sorocaba|Sorocaba|Brazil|Brazil|-23.478036|-23.478036|-47.490003|-47.490003
SOE|SOE|FCOS|FCOS|Souanke|Souanke|Souanke|Souanke|Congo|Congo|2.067|2.067|14.133|14.133
SOF|SOF|LBSF|LBSF|Sofia|Sofia|Sofia|Sofia|Bulgaria|Bulgaria|42.695194|42.695194|23.406167|23.406167
SOG|SOG|ENSG|ENSG|Haukasen|Haukasen|Sogndal|Sogndal|Norway|Norway|61.156111|61.156111|7.136614|7.136614
SOH|SOH|||Solita|Solita|Solita|Solita|Colombia|Colombia|0.867|0.867|-75.600|-75.600
SOI|SOI|||South Molle Island|South Molle Island|South Molle Island|South Molle Island|Australia|Australia|-20.263|-20.263|148.836|148.836
SOJ|SOJ|ENSR|ENSR|Sorkjosen|Sorkjosen|Sorkjosen|Sorkjosen|Norway|Norway|69.786839|69.786839|20.959444|20.959444
SOK|SOK|FXSM|FXSM|Semongkong|Semongkong|Semongkong|Semongkong|Lesotho|Lesotho|-29.838333|-29.838333|28.058056|28.058056
SOL|SOL|GVAN|GVAN|Solomon|Solomon|Solomon|Solomon|United States|United States|64.583333333333|64.583333333333|-164.3|-164.3
SOM|SOM|SVST|SVST|Edmundo Barrios|Edmundo Barrios|San Tome|San Tome|Venezuela|Venezuela|8.945147|8.945147|-64.151083|-64.151083
SON|SON|NVSS|NVSS|Pekoa|Pekoa|Espiritu Santo|Espiritu Santo|Vanuatu|Vanuatu|-15.505767|-15.505767|167.221358|167.221358
SOO|SOO|ESNY|ESNY|Soderhamn|Soderhamn|Soderhamn|Soderhamn|Sweden|Sweden|61.261481|61.261481|17.099053|17.099053
SOP|SOP|KSOP|KSOP|Pinehurst-S. Pines|Pinehurst-S. Pines|Southern Pines|Southern Pines|United States|United States|35.237611|35.237611|-79.388796|-79.388796
SOQ|SOQ|WASS|WASS|Jefman|Jefman|Sorong|Sorong|Indonesia|Indonesia|-0.926358|-0.926358|131.121194|131.121194
SOR|SOR|||Al Thaurah|Al Thaurah|Al Thaurah|Al Thaurah|Syria|Syria|34.400|34.400|40.167|40.167
SOT|SOT|EFSO|EFSO|Sodankyla|Sodankyla|Sodankyla|Sodankyla|Finland|Finland|67.395033|67.395033|26.619133|26.619133
SOU|SOU|EGHI|EGHI|Southampton Airport|Southampton Airport|Eastleigh near Southampton|Eastleigh near Southampton|United Kingdom|United Kingdom|50.950261|50.950261|-1.356803|-1.356803
SOV|SOV|PASO|PASO|Seldovia|Seldovia|Seldovia|Seldovia|United States|United States|59.442439|59.442439|-151.704050|-151.704050
SOW|SOW|KSOW|KSOW|Show Low|Show Low|Show Low, AZ|Show Low, AZ|United States|United States|34.265472|34.265472|-110.005667|-110.005667
SOX|SOX|SKSO|SKSO|Alberto Lleras Camargo|Alberto Lleras Camargo|Sogamoso|Sogamoso|Colombia|Colombia|5.675556|5.675556|-72.970278|-72.970278
SOY|SOY|EGER|EGER|Stronsay|Stronsay|Stronsay|Stronsay|United Kingdom|United Kingdom|59.158051|59.158051|-2.641389|-2.641389
SOZ|SOZ|LFKS|LFKS|Solenzara|Solenzara|Solenzara|Solenzara|France|France|41.926389|41.926389|9.405278|9.405278
SPA|SPA|KSPA|KSPA|Spartanburg, Downtown Memorial|Spartanburg, Downtown Memorial|Spartanburg, SC|Spartanburg, SC|United States|United States|34.915722|34.915722|-81.956500|-81.956500
SPB|SPB|KSPB|KSPB|SPB|SPB|St Thomas Island|St Thomas Island|US Virgin Islands|US Virgin Islands|18.338567|18.338567|-64.940701|-64.940701
SPC|SPC|GCLA|GCLA|La Palma|La Palma|Santa Cruz De La Palma|Santa Cruz De La Palma|Spain|Spain|28.626478|28.626478|-17.755611|-17.755611
SPD|SPD|VGSD|VGSD|Saidpur|Saidpur|Saidpur|Saidpur|Bangladesh|Bangladesh|25.759228|25.759228|88.908869|88.908869
SPE|SPE|WBKO|WBKO|Sepulot|Sepulot|Sepulot|Sepulot|Malaysia|Malaysia|4.712222|4.712222|116.453611|116.453611
SPF|SPF|KSPF|KSPF|Black Hills|Black Hills|Spearfish|Spearfish|United States|United States|44.481141|44.481141|-103.786005|-103.786005
SPG|SPG|KSPG|KSPG|Whitted|Whitted|Petersburg, AK|Petersburg, AK|United States|United States|27.765111|27.765111|-82.626972|-82.626972
SPH|SPH|||Sopu|Sopu|Sopu|Sopu|Papua New Guinea|Papua New Guinea|-8.300|-8.300|147.167|147.167
SPI|SPI|KSPI|KSPI|Capital|Capital|Springfield|Springfield|United States|United States|39.844210|39.844210|-89.678090|-89.678090
SPJ|SPJ|LGSP|LGSP|Eleftherios Venizelos|Eleftherios Venizelos|Athens|Athens|Greece|Greece|36.973892|36.973892|22.526292|22.526292
SPM|SPM|ETAD|ETAD|Spangdahlem|Spangdahlem|Spangdahlem|Spangdahlem|Germany|Germany|49.972667|49.972667|6.692500|6.692500
SPN|SPN|PGSN|PGSN|International|International|Saipan|Saipan|Northern Mariana Islands|Northern Mariana Islands|15.119001|15.119001|145.729356|145.729356
SPO|SPO|||San Pablo|San Pablo|Sevilla|Sevilla|Spain|Spain|37.418055555556|37.418055555556|-5.8930555555556|-5.8930555555556
